dr_no,area_name,crm_cd,crm_cd_desc,vict_age,vict_sex,vict_descent,premis_desc,status_desc
210713752,Wilshire,440.0,THEFT PLAIN - PETTY ($950 & UNDER),28.0,F,W,YARD (RESIDENTIAL/BUSINESS),Invest Cont
201501028,N Hollywood,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,24.0,M,B,STREET,Adult Arrest
212004600,Olympic,901.0,VIOLATION OF RESTRAINING ORDER,34.0,F,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211517038,N Hollywood,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),41.0,M,W,PARKING LOT,Invest Cont
201509173,N Hollywood,761.0,BRANDISH WEAPON,29.0,M,O,SIDEWALK,Adult Other
201507606,N Hollywood,310.0,BURGLARY,47.0,F,W,PARKING LOT,Invest Cont
211211024,77th Street,624.0,BATTERY - SIMPLE ASSAULT,55.0,M,H,SIDEWALK,Invest Cont
211116320,Northeast,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,67.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
201219424,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,34.0,M,H,STREET,Adult Other
211914986,Mission,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),64.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210910992,Van Nuys,440.0,THEFT PLAIN - PETTY ($950 & UNDER),53.0,F,W,RESTAURANT/FAST FOOD,Invest Cont
201109216,Northeast,480.0,BIKE - STOLEN,67.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
201216052,77th Street,624.0,BATTERY - SIMPLE ASSAULT,27.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
221404127,Pacific,522.0,VEHICLE STOLEN - OTHER (MOTORIZED SCOOTERS BIKES ETC),26.0,F,W,OTHER/OUTSIDE,Invest Cont
202011810,Olympic,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),64.0,M,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210315709,Southwest,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,22.0,M,H,STREET,Adult Arrest
221504632,N Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),43.0,M,H,CONSTRUCTION SITE,Invest Cont
211114723,Northeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),30.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211215127,77th Street,210.0,ROBBERY,16.0,F,H,STREET,Invest Cont
201814534,Southeast,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),29.0,F,B,VEHICLE PASSENGER/TRUCK,Adult Other
211406319,Pacific,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,19.0,F,H,STREET,Invest Cont
210317126,Southwest,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),34.0,M,B,VEHICLE PASSENGER/TRUCK,Invest Cont
201414630,Pacific,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,61.0,M,H,PARKING LOT,Adult Arrest
220712584,Wilshire,520.0,VEHICLE - ATTEMPT STOLEN,64.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
211711298,Devonshire,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,41.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
222005284,Olympic,440.0,THEFT PLAIN - PETTY ($950 & UNDER),48.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
200509089,Harbor,330.0,BURGLARY FROM VEHICLE,31.0,M,H,ALLEY,Invest Cont
201612033,Foothill,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,29.0,F,W,PATIO*,Invest Cont
210609049,Hollywood,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,63.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
202117539,Topanga,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35.0,M,X,GAS STATION,Invest Cont
201607136,Foothill,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,65.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211704135,Devonshire,330.0,BURGLARY FROM VEHICLE,28.0,M,H,STREET,Invest Cont
220124808,Central,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),31.0,M,A,PARKING LOT,Invest Cont
210108365,Central,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,31.0,F,H,GARAGE/CARPORT,Adult Other
220710483,Wilshire,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,46.0,F,W,ABANDONED BUILDING ABANDONED HOUSE,Invest Cont
220511167,Harbor,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,60.0,M,O,SIDEWALK,Invest Cont
212005287,Olympic,624.0,BATTERY - SIMPLE ASSAULT,20.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
221714157,Devonshire,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,44.0,F,A,VEHICLE PASSENGER/TRUCK,Adult Other
210807354,West LA,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25.0,M,B,GARAGE/CARPORT,Invest Cont
211518929,N Hollywood,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),37.0,M,W,GARAGE/CARPORT,Invest Cont
210816302,West LA,310.0,BURGLARY,50.0,M,W,GARAGE/CARPORT,Invest Cont
200119122,Central,946.0,OTHER MISCELLANEOUS CRIME,40.0,M,H,STREET,Invest Cont
210415492,Hollenbeck,624.0,BATTERY - SIMPLE ASSAULT,67.0,F,W,OTHER RESIDENCE,Adult Other
211216823,77th Street,210.0,ROBBERY,71.0,M,H,STREET,Invest Cont
222011612,Olympic,354.0,THEFT OF IDENTITY,55.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
212012610,Olympic,310.0,BURGLARY,66.0,M,O,SINGLE FAMILY DWELLING,Invest Cont
211414153,Pacific,624.0,BATTERY - SIMPLE ASSAULT,26.0,F,H,CLOTHING STORE,Invest Cont
210116304,Central,624.0,BATTERY - SIMPLE ASSAULT,38.0,M,B,OTHER BUSINESS,Invest Cont
210409302,Hollenbeck,761.0,BRANDISH WEAPON,33.0,F,H,STREET,Invest Cont
202007423,Olympic,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,36.0,M,H,PARKING LOT,Adult Other
211407630,Pacific,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,41.0,F,W,STREET,Invest Cont
201410093,Pacific,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),44.0,F,O,PARKING LOT,Invest Cont
220804628,West LA,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,26.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
200117905,Central,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),29.0,F,W,VEHICLE PASSENGER/TRUCK,Invest Cont
221714323,Devonshire,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211911903,Mission,330.0,BURGLARY FROM VEHICLE,53.0,M,H,PARKING LOT,Invest Cont
200809170,West LA,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),19.0,F,W,ALLEY,Invest Cont
211219074,77th Street,812.0,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),4.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
201804687,Southeast,210.0,ROBBERY,30.0,M,H,STREET,Invest Cont
201420820,Pacific,310.0,BURGLARY,31.0,M,W,GARAGE/CARPORT,Invest Cont
210307050,Southwest,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,48.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200713147,Wilshire,210.0,ROBBERY,58.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
211907956,Mission,762.0,LEWD CONDUCT,31.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
200606778,Hollywood,440.0,THEFT PLAIN - PETTY ($950 & UNDER),39.0,M,W,PORCH RESIDENTIAL,Invest Cont
211204814,77th Street,310.0,BURGLARY,36.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
200116743,Central,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,30.0,M,B,SIDEWALK,Invest Cont
210304660,Southwest,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),75.0,F,J,VEHICLE PASSENGER/TRUCK,Invest Cont
210406525,Hollenbeck,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),99.0,M,H,PARKING LOT,Invest Cont
211912952,Mission,624.0,BATTERY - SIMPLE ASSAULT,42.0,F,W,HOSPITAL,Invest Cont
201914822,Mission,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,66.0,M,W,SINGLE FAMILY DWELLING,Adult Arrest
211714059,Devonshire,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),25.0,M,V,STREET,Invest Cont
211004148,West Valley,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,42.0,M,O,OTHER BUSINESS,Adult Other
201606319,Foothill,761.0,BRANDISH WEAPON,50.0,M,O,LIQUOR STORE,Invest Cont
201511884,N Hollywood,860.0,BATTERY WITH SEXUAL CONTACT,51.0,F,H,CLOTHING STORE,Adult Other
212011961,Olympic,354.0,THEFT OF IDENTITY,67.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
211704617,Devonshire,932.0,PEEPING TOM,18.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
220319465,Southwest,761.0,BRANDISH WEAPON,50.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
210713777,Wilshire,901.0,VIOLATION OF RESTRAINING ORDER,55.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
211409883,Pacific,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,44.0,F,B,HOTEL,Adult Other
211113554,Northeast,310.0,BURGLARY,53.0,F,O,SINGLE FAMILY DWELLING,Invest Cont
220606893,Hollywood,354.0,THEFT OF IDENTITY,45.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
211010535,West Valley,649.0,DOCUMENT FORGERY / STOLEN FELONY,44.0,F,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201211500,77th Street,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,24.0,M,H,SIDEWALK,Adult Arrest
211308386,Newton,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,20.0,M,B,STREET,Invest Cont
201417690,Pacific,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),60.0,F,W,STREET,Invest Cont
201821579,Southeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,35.0,M,B,SINGLE FAMILY DWELLING,Adult Arrest
201916497,Mission,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),45.0,M,W,VEHICLE PASSENGER/TRUCK,Invest Cont
202112581,Topanga,330.0,BURGLARY FROM VEHICLE,30.0,F,O,PARKING UNDERGROUND/BUILDING,Invest Cont
201220058,77th Street,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),44.0,F,H,SIDEWALK,Invest Cont
211711068,Devonshire,354.0,THEFT OF IDENTITY,62.0,F,W,CREDIT UNION,Invest Cont
210306371,Southwest,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),41.0,M,O,STREET,Invest Cont
210121091,Central,624.0,BATTERY - SIMPLE ASSAULT,30.0,M,B,POLICE FACILITY,Invest Cont
200907561,Van Nuys,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),36.0,M,W,STREET,Invest Cont
200711607,Wilshire,624.0,BATTERY - SIMPLE ASSAULT,36.0,M,H,STREET,Invest Cont
200115022,Central,330.0,BURGLARY FROM VEHICLE,31.0,M,H,STREET,Invest Cont
200100876,Central,761.0,BRANDISH WEAPON,66.0,M,B,SINGLE RESIDENCE OCCUPANCY (SRO'S) LOCATIONS,Adult Other
210300806,Southwest,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,48.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
201817379,Southeast,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,57.0,F,B,STREET,Invest Cont
211906455,Mission,440.0,THEFT PLAIN - PETTY ($950 & UNDER),41.0,F,H,PORCH RESIDENTIAL,Invest Cont
211404987,Pacific,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,42.0,M,B,BEACH,Invest Cont
211014672,West Valley,900.0,VIOLATION OF COURT ORDER,48.0,F,W,SINGLE FAMILY DWELLING,Adult Other
210706532,Wilshire,330.0,BURGLARY FROM VEHICLE,25.0,M,B,GARAGE/CARPORT,Invest Cont
222110977,Topanga,354.0,THEFT OF IDENTITY,33.0,M,W,SINGLE FAMILY DWELLING,Adult Arrest
200717628,Wilshire,625.0,OTHER ASSAULT,68.0,M,W,OTHER BUSINESS,Invest Cont
200617619,Hollywood,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,36.0,M,W,STREET,Adult Arrest
211316698,Newton,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,42.0,M,B,STREET,Invest Cont
220108577,Central,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),59.0,F,H,VEHICLE PASSENGER/TRUCK,Invest Cont
210916574,Van Nuys,354.0,THEFT OF IDENTITY,25.0,M,W,BANK,Invest Cont
210706177,Wilshire,210.0,ROBBERY,25.0,M,H,STREET,Invest Cont
201107092,Northeast,330.0,BURGLARY FROM VEHICLE,28.0,M,W,STREET,Invest Cont
200609037,Hollywood,330.0,BURGLARY FROM VEHICLE,63.0,M,W,STREET,Invest Cont
201615211,Foothill,330.0,BURGLARY FROM VEHICLE,30.0,M,W,STREET,Invest Cont
210810980,West LA,440.0,THEFT PLAIN - PETTY ($950 & UNDER),20.0,F,Z,STREET,Invest Cont
221204331,77th Street,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,28.0,M,V,PORCH RESIDENTIAL,Invest Cont
211509412,N Hollywood,354.0,THEFT OF IDENTITY,32.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
221810347,Southeast,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),28.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
202112038,Topanga,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,56.0,M,W,SINGLE FAMILY DWELLING,Adult Other
202018637,Olympic,440.0,THEFT PLAIN - PETTY ($950 & UNDER),35.0,F,W,SINGLE FAMILY DWELLING,Invest Cont
211116080,Northeast,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,36.0,M,H,STREET,Invest Cont
212110856,Topanga,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,52.0,F,O,SINGLE FAMILY DWELLING,Invest Cont
220415184,Hollenbeck,354.0,THEFT OF IDENTITY,35.0,F,H,SINGLE FAMILY DWELLING,Invest Cont
210120940,Central,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),61.0,M,A,VEHICLE PASSENGER/TRUCK,Adult Arrest
211013313,West Valley,354.0,THEFT OF IDENTITY,53.0,M,V,BANK,Invest Cont
210612151,Hollywood,330.0,BURGLARY FROM VEHICLE,18.0,M,W,PARKING UNDERGROUND/BUILDING,Invest Cont
200105318,Central,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,25.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200319711,Southwest,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44.0,M,H,STREET,Invest Cont
211804960,Southeast,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),50.0,F,H,STREET,Invest Cont
210917572,Van Nuys,762.0,LEWD CONDUCT,30.0,F,H,STREET,Invest Cont
211013213,West Valley,624.0,BATTERY - SIMPLE ASSAULT,83.0,F,W,SINGLE FAMILY DWELLING,Adult Arrest
201705550,Devonshire,624.0,BATTERY - SIMPLE ASSAULT,34.0,M,W,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
202011553,Olympic,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),99.0,F,A,STREET,Invest Cont
212012944,Olympic,434.0,FALSE IMPRISONMENT,41.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
210510623,Harbor,901.0,VIOLATION OF RESTRAINING ORDER,31.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200604909,Hollywood,121.0,RAPE FORCIBLE,23.0,F,W,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,Adult Arrest
210105017,Central,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),41.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
221606983,Foothill,810.0,SEXUNLAWFUL(INC MUTUAL CONSENT PENETRATION W/ FRGN OBJ,13.0,M,H,ELEMENTARY SCHOOL,Juv Other
211612492,Foothill,210.0,ROBBERY,25.0,M,H,STREET,Adult Arrest
221116188,Northeast,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),47.0,M,H,STREET,Invest Cont
220106481,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),35.0,F,F,STREET,Invest Cont
211106273,Northeast,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,23.0,M,W,STREET,Adult Arrest
210707330,Wilshire,330.0,BURGLARY FROM VEHICLE,38.0,M,H,PARKING LOT,Invest Cont
211404299,Pacific,330.0,BURGLARY FROM VEHICLE,24.0,F,A,GARAGE/CARPORT,Invest Cont
200512996,Harbor,649.0,DOCUMENT FORGERY / STOLEN FELONY,44.0,M,B,SINGLE FAMILY DWELLING,Invest Cont
200512021,Harbor,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),61.0,M,B,VEHICLE PASSENGER/TRUCK,Invest Cont
200313568,Southwest,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,19.0,X,X,OTHER PREMISE,Invest Cont
210606032,Hollywood,330.0,BURGLARY FROM VEHICLE,53.0,M,W,PARKING LOT,Invest Cont
210704427,Wilshire,330.0,BURGLARY FROM VEHICLE,44.0,F,O,VEHICLE PASSENGER/TRUCK,Invest Cont
210214144,Rampart,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,41.0,F,H,PARK/PLAYGROUND,Invest Cont
211514535,N Hollywood,354.0,THEFT OF IDENTITY,39.0,F,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211006017,West Valley,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,67.0,M,W,SINGLE FAMILY DWELLING,Invest Cont
200218501,Rampart,624.0,BATTERY - SIMPLE ASSAULT,44.0,M,H,STREET,Invest Cont
200315655,Southwest,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),70.0,M,H,VEHICLE PASSENGER/TRUCK,Invest Cont
210312235,Southwest,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,25.0,F,H,STREET,Invest Cont
210207664,Rampart,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,40.0,F,W,DRUG STORE,Adult Other
211222935,77th Street,354.0,THEFT OF IDENTITY,64.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
201821877,Southeast,110.0,CRIMINAL HOMICIDE,25.0,M,B,DRIVEWAY,Adult Arrest
210813412,West LA,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,53.0,F,W,SINGLE FAMILY DWELLING,Adult Other
220112864,Central,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,22.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211510250,N Hollywood,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,59.0,F,B,OTHER RESIDENCE,Adult Other
201211216,77th Street,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,14.0,M,B,LIQUOR STORE,Adult Other
222115946,Topanga,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22.0,M,X,OTHER STORE,Invest Cont
221310832,Newton,440.0,THEFT PLAIN - PETTY ($950 & UNDER),42.0,F,B,OTHER/OUTSIDE,Invest Cont
201712642,Devonshire,624.0,BATTERY - SIMPLE ASSAULT,19.0,F,H,SINGLE FAMILY DWELLING,Adult Arrest
200218935,Rampart,354.0,THEFT OF IDENTITY,53.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
211413854,Pacific,900.0,VIOLATION OF COURT ORDER,43.0,F,W,SINGLE FAMILY DWELLING,Adult Other
200208616,Rampart,625.0,OTHER ASSAULT,25.0,M,O,MTA - RED LINE - VERMONT/SANTA MONICA,Invest Cont
200911729,Van Nuys,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,14.0,M,O,SINGLE FAMILY DWELLING,Adult Other
211613573,Foothill,310.0,BURGLARY,39.0,M,O,PUBLIC STORAGE,Adult Arrest
212009804,Olympic,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,48.0,M,H,PARKING LOT,Adult Other
200815783,West LA,946.0,OTHER MISCELLANEOUS CRIME,39.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
210414223,Hollenbeck,625.0,OTHER ASSAULT,53.0,M,H,SINGLE FAMILY DWELLING,Adult Arrest
212015507,Olympic,624.0,BATTERY - SIMPLE ASSAULT,31.0,M,O,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
200504158,Harbor,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),29.0,F,B,VEHICLE PASSENGER/TRUCK,Invest Cont
211110826,Northeast,354.0,THEFT OF IDENTITY,45.0,F,W,BANK,Invest Cont
200506727,Harbor,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,28.0,M,H,STREET,Adult Arrest
210120366,Central,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,58.0,M,O,PARKING LOT,Adult Arrest
200616474,Hollywood,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,37.0,M,B,SINGLE FAMILY DWELLING,Adult Arrest
201113765,Northeast,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,43.0,F,W,SINGLE FAMILY DWELLING,Adult Other
222019163,Olympic,330.0,BURGLARY FROM VEHICLE,30.0,M,B,STREET,Invest Cont
201716252,Devonshire,903.0,CONTEMPT OF COURT,26.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
200212881,Rampart,821.0,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,17.0,M,H,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Other
211607752,Foothill,310.0,BURGLARY,55.0,M,A,SINGLE FAMILY DWELLING,Invest Cont
211006652,West Valley,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),71.0,F,W,STREET,Invest Cont
231211894,77th Street,354.0,THEFT OF IDENTITY,22.0,F,B,SINGLE FAMILY DWELLING,Invest Cont
220109642,Central,330.0,BURGLARY FROM VEHICLE,60.0,F,W,PARKING LOT,Invest Cont
210712069,Wilshire,624.0,BATTERY - SIMPLE ASSAULT,63.0,M,B,SIDEWALK,Invest Cont
210406165,Hollenbeck,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,34.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
210115818,Central,330.0,BURGLARY FROM VEHICLE,31.0,M,W,STREET,Invest Cont
201218745,77th Street,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,32.0,M,H,SINGLE FAMILY DWELLING,Invest Cont
201516237,N Hollywood,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),25.0,M,W,VEHICLE PASSENGER/TRUCK,Invest Cont
200508642,Harbor,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),37.0,F,H,STREET,Invest Cont
210907407,Van Nuys,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),55.0,M,H,STREET,Invest Cont
211415048,Pacific,440.0,THEFT PLAIN - PETTY ($950 & UNDER),29.0,F,W,OTHER RESIDENCE,Invest Cont
200911840,Van Nuys,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),57.0,M,W,PARKING UNDERGROUND/BUILDING,Invest Cont
210214978,Rampart,121.0,RAPE FORCIBLE,19.0,M,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
201407437,Pacific,440.0,THEFT PLAIN - PETTY ($950 & UNDER),64.0,M,W,OTHER PREMISE,Invest Cont
211006753,West Valley,624.0,BATTERY - SIMPLE ASSAULT,51.0,F,O,MEDICAL/DENTAL OFFICES,Adult Other
211414683,Pacific,946.0,OTHER MISCELLANEOUS CRIME,38.0,F,B,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Invest Cont
212110142,Topanga,310.0,BURGLARY,63.0,M,O,SINGLE FAMILY DWELLING,Invest Cont
201408098,Pacific,330.0,BURGLARY FROM VEHICLE,37.0,F,W,DRIVEWAY,Invest Cont
211511849,N Hollywood,230.0,ASSAULT WITH DEADLY WEAPON AGGRAVATED ASSAULT,85.0,F,A,MULTI-UNIT DWELLING (APARTMENT DUPLEX ETC),Adult Arrest
211809185,Southeast,740.0,VANDALISM - FELONY ($400 & OVER ALL CHURCH VANDALISMS),25.0,M,B,VEHICLE PASSENGER/TRUCK,Invest Cont
201904040,Mission,860.0,BATTERY WITH SEXUAL CONTACT,39.0,F,W,STREET,Invest Cont
211316425,Newton,956.0,LETTERS LEWD  -  TELEPHONE CALLS LEWD,49.0,F,B,OFFICE BUILDING/OFFICE,Invest Cont
210707649,Wilshire,341.0,THEFT-GRAND ($950.01 & OVER)EXCPTGUNSFOWLLIVESTKPROD,46.0,M,C,BANK,Invest Cont
200119058,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),32.0,M,B,MAIL BOX,Invest Cont
211807675,Southeast,440.0,THEFT PLAIN - PETTY ($950 & UNDER),30.0,F,B,HOTEL,Invest Cont
200715604,Wilshire,210.0,ROBBERY,19.0,M,O,THE BEVERLY CENTER,Invest Cont
211418337,Pacific,624.0,BATTERY - SIMPLE ASSAULT,22.0,M,H,STREET,Invest Cont
211900838,Mission,662.0,BUNCO GRAND THEFT,68.0,M,W,SIDEWALK,Invest Cont
200112824,Central,440.0,THEFT PLAIN - PETTY ($950 & UNDER),30.0,M,W,SIDEWALK,Invest Cont
211405460,Pacific,440.0,THEFT PLAIN - PETTY ($950 & UNDER),26.0,M,O,TRANSPORTATION FACILITY (AIRPORT),Invest Cont
200311301,Southwest,440.0,THEFT PLAIN - PETTY ($950 & UNDER),20.0,M,B,CONDOMINIUM/TOWNHOUSE,Invest Cont
210906007,Van Nuys,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),29.0,M,W,STREET,Invest Cont
